layer,protocol,model,split_seed,model_seed,status,n_train,n_test,train_prevalence,test_prevalence,n_train_groups,n_test_groups,fit_seconds,threshold,tp,fp,tn,fn,accuracy,balanced_accuracy,precision,recall,f1,f1_macro,mcc,fpr,fnr,tnr,roc_auc,pr_auc,pr_auc_benign,brier
radio,random,hgb,101,22,ok,2246,562,0.7626892252894034,0.7722419928825622,30,29,3.3,0.5,433,7,121,1,0.9857651245551602,0.9715041762672811,0.9840909090909091,0.9976958525345622,0.9908466819221968,0.9794233409610984,0.9593103618047386,0.0546875,0.002304147465437788,0.9453125,0.9994239631336406,0.9998296529666271,0.9981688410370858,0.010396602501852549
radio,random,mlp,101,11,ok,2246,562,0.7626892252894034,0.7722419928825622,30,29,1.71,0.5,425,4,124,9,0.9768683274021353,0.97400633640553,0.9906759906759907,0.9792626728110599,0.984936268829664,0.9675639198554451,0.9354261918034997,0.03125,0.020737327188940093,0.96875,0.9964177707373272,0.9988910074469043,0.990860229823005,0.017979107797145844
radio,random,mlp,101,22,ok,2246,562,0.7626892252894034,0.7722419928825622,30,29,0.68,0.5,423,28,100,11,0.9306049822064056,0.8779521889400922,0.9379157427937915,0.9746543778801844,0.9559322033898305,0.8963761435359194,0.7962820939890466,0.21875,0.02534562211981567,0.78125,0.9501188076036866,0.9807535608252975,0.9094364644728713,0.05784190073609352
radio,random,majority,102,11,ok,2246,562,0.7586821015138023,0.7882562277580071,30,29,0.03,0.5,443,119,0,0,0.7882562277580071,0.5,0.7882562277580071,1.0,0.881592039800995,0.4407960199004975,0.0,1.0,0.0,0.0,0.5,0.7882562277580071,0.2117437722419929,0.2117437722419929
radio,random,majority,102,22,ok,2246,562,0.7586821015138023,0.7882562277580071,30,29,0.03,0.5,443,119,0,0,0.7882562277580071,0.5,0.7882562277580071,1.0,0.881592039800995,0.4407960199004975,0.0,1.0,0.0,0.0,0.5,0.7882562277580071,0.2117437722419929,0.2117437722419929
radio,random,stratified,102,11,ok,2246,562,0.7586821015138023,0.7882562277580071,30,29,0.04,0.5,338,88,31,105,0.6565836298932385,0.5117419428267921,0.7934272300469484,0.7629796839729119,0.7779056386651323,0.5105214467835465,0.022401187809067927,0.7394957983193278,0.23702031602708803,0.2605042016806723,0.5117419428267921,0.7922015974502468,0.21596326409986227,0.34341637010676157
radio,random,stratified,102,22,ok,2246,562,0.7586821015138023,0.7882562277580071,30,29,0.03,0.5,341,95,24,102,0.6494661921708185,0.48571618263558247,0.7821100917431193,0.7697516930022573,0.7758816837315131,0.48590002553922595,-0.027984729337946636,0.7983193277310925,0.23024830699774265,0.20168067226890757,0.4857161826355824,0.783525229155125,0.2074545120539319,0.3505338078291815
radio,random,logreg,102,11,ok,2246,562,0.7586821015138023,0.7882562277580071,30,29,0.09,0.5,383,15,104,60,0.8665480427046264,0.8692546996225127,0.9623115577889447,0.8645598194130926,0.9108204518430439,0.8229013919992605,0.6636940295435916,0.12605042016806722,0.13544018058690746,0.8739495798319328,0.9436993759128933,0.9825793068770518,0.8757810208077272,0.09453564324617184
radio,random,logreg,102,22,ok,2246,562,0.7586821015138023,0.7882562277580071,30,29,0.08,0.5,383,15,104,60,0.8665480427046264,0.8692546996225127,0.9623115577889447,0.8645598194130926,0.9108204518430439,0.8229013919992605,0.6636940295435916,0.12605042016806722,0.13544018058690746,0.8739495798319328,0.9436993759128933,0.9825793068770518,0.8757810208077272,0.09453564324617184
radio,random,tree,102,11,ok,2246,562,0.7586821015138023,0.7882562277580071,30,29,0.13,0.5,423,9,110,20,0.9483985765124555,0.9396115105184286,0.9791666666666666,0.9548532731376975,0.9668571428571429,0.9251956397016639,0.8518455227362175,0.07563025210084033,0.045146726862302484,0.9243697478991597,0.9344898230172431,0.9677942810172551,0.7981732523285799,0.051720484909832026
radio,random,tree,102,22,ok,2246,562,0.7586821015138023,0.7882562277580071,30,29,0.11,0.5,424,9,110,19,0.9501779359430605,0.9407401786899862,0.9792147806004619,0.9571106094808126,0.9680365296803652,0.9275666519369568,0.8563458147974957,0.07563025210084033,0.04288939051918736,0.9243697478991597,0.9356184911888006,0.9682774567502789,0.804236500525891,0.04994112547922705
radio,random,rf,102,11,ok,2246,562,0.7586821015138023,0.7882562277580071,30,29,1.27,0.5,442,9,110,1,0.9822064056939501,0.9610562057780223,0.9800443458980045,0.9977426636568849,0.9888143176733781,0.9726680284019065,0.9462577535771359,0.07563025210084033,0.002257336343115124,0.9243697478991597,0.9972115256937989,0.9992257727170915,0.9917971090561792,0.01860457410535776
radio,random,rf,102,22,ok,2246,562,0.7586821015138023,0.7882562277580071,30,29,1.11,0.5,442,10,109,1,0.9804270462633452,0.9568545251057534,0.9778761061946902,0.9977426636568849,0.9877094972067039,0.9698372813544436,0.9408441966152861,0.08403361344537816,0.002257336343115124,0.9159663865546218,0.9973253409716032,0.9992545001654658,0.9922662621214732,0.018489402448979165
radio,random,xgboost,102,11,ok,2246,562,0.7586821015138023,0.7882562277580071,30,29,0.89,0.5,441,8,111,2,0.9822064056939501,0.9641292182787335,0.9821826280623608,0.9954853273137697,0.9887892376681614,0.9728428946961496,0.946197631512385,0.06722689075630252,0.004514672686230248,0.9327731092436975,0.996889049073354,0.9991368847321105,0.990919748130062,0.013337540440261364
radio,random,xgboost,102,22,ok,2246,562,0.7586821015138023,0.7882562277580071,30,29,0.93,0.5,441,9,110,2,0.9804270462633452,0.9599275376064647,0.98,0.9954853273137697,0.9876819708846585,0.9700314616328054,0.9407613885692406,0.07563025210084033,0.004514672686230248,0.9243697478991597,0.9971166796289622,0.9991969047158582,0.9916925372339047,0.013143882155418396
radio,random,hgb,102,11,ok,2246,562,0.7586821015138023,0.7882562277580071,30,29,3.29,0.5,443,8,111,0,0.9857651245551602,0.9663865546218487,0.9822616407982262,1.0,0.9910514541387024,0.9781344227215252,0.9571975996512828,0.06722689075630252,0.0,0.9327731092436975,0.9985204013885463,0.9995990511975757,0.9951102781821117,0.01113961838375938
radio,random,hgb,102,22,ok,2246,562,0.7586821015138023,0.7882562277580071,30,29,3.27,0.5,443,8,111,0,0.9857651245551602,0.9663865546218487,0.9822616407982262,1.0,0.9910514541387024,0.9781344227215252,0.9571975996512828,0.06722689075630252,0.0,0.9327731092436975,0.9985204013885463,0.9995990511975757,0.9951102781821117,0.01113961838375938
radio,random,mlp,102,11,ok,2246,562,0.7586821015138023,0.7882562277580071,30,29,1.16,0.5,441,10,109,2,0.9786476868327402,0.9557258569341958,0.9778270509977827,0.9954853273137697,0.9865771812080537,0.9672016340822878,0.9353179075029892,0.08403361344537816,0.004514672686230248,0.9159663865546218,0.9923554071741563,0.9977492652954953,0.9818041315243573,0.02061602659523487
radio,random,mlp,102,22,ok,2246,562,0.7586821015138023,0.7882562277580071,30,29,1.24,0.5,437,11,108,6,0.9697508896797153,0.9470095035756967,0.9754464285714286,0.9864559819413092,0.9809203142536476,0.9539794704315447,0.90830282155538,0.09243697478991597,0.013544018058690745,0.907563025210084,0.9935884060170344,0.9982038378527245,0.9820021466499486,0.022312510758638382
radio,random,majority,103,11,ok,2246,562,0.7711487088156723,0.7384341637010676,30,29,0.03,0.5,415,147,0,0,0.7384341637010676,0.5,0.7384341637010676,1.0,0.849539406345957,0.4247697031729785,0.0,1.0,0.0,0.0,0.5,0.7384341637010676,0.2615658362989324,0.2615658362989324
radio,random,majority,103,22,ok,2246,562,0.7711487088156723,0.7384341637010676,30,29,0.03,0.5,415,147,0,0,0.7384341637010676,0.5,0.7384341637010676,1.0,0.849539406345957,0.4247697031729785,0.0,1.0,0.0,0.0,0.5,0.7384341637010676,0.2615658362989324,0.2615658362989324
radio,random,stratified,103,11,ok,2246,562,0.7711487088156723,0.7384341637010676,30,29,0.03,0.5,323,117,30,92,0.6281138790035588,0.49119744283255473,0.7340909090909091,0.7783132530120482,0.7555555555555555,0.48930194134655103,-0.01876788406689985,0.7959183673469388,0.2216867469879518,0.20408163265306123,0.49119744283255473,0.7350537510767756,0.2583690614102242,0.3718861209964413
radio,random,stratified,103,22,ok,2246,562,0.7711487088156723,0.7384341637010676,30,29,0.03,0.5,325,114,33,90,0.6370106761565836,0.5038111630194246,0.7403189066059226,0.7831325301204819,0.7611241217798594,0.502784283112152,0.008101872816292295,0.7755102040816326,0.21686746987951808,0.22448979591836735,0.5038111630194246,0.7399101671807733,0.2630759447256031,0.36298932384341637
radio,random,logreg,103,11,ok,2246,562,0.7711487088156723,0.7384341637010676,30,29,0.08,0.5,373,26,121,42,0.8790035587188612,0.8609622162117859,0.9348370927318296,0.8987951807228916,0.9164619164619164,0.8485535388761195,0.6991883860327189,0.17687074829931973,0.10120481927710843,0.8231292517006803,0.9311367920662241,0.97052713438683,0.8894955687590481,0.08816134986235195
radio,random,logreg,103,22,ok,2246,562,0.7711487088156723,0.7384341637010676,30,29,0.08,0.5,373,26,121,42,0.8790035587188612,0.8609622162117859,0.9348370927318296,0.8987951807228916,0.9164619164619164,0.8485535388761195,0.6991883860327189,0.17687074829931973,0.10120481927710843,0.8231292517006803,0.9311367920662241,0.97052713438683,0.8894955687590481,0.08816134986235195
radio,random,tree,103,11,ok,2246,562,0.7711487088156723,0.7384341637010676,30,29,0.09,0.5,411,14,133,4,0.9679715302491103,0.9475616752725187,0.9670588235294117,0.9903614457831326,0.9785714285714285,0.9575955734406438,0.916243387945969,0.09523809523809523,0.00963855421686747,0.9047619047619048,0.9492500614703712,0.9658097847494126,0.9134763934917363,0.03204182725687513
radio,random,tree,103,22,ok,2246,562,0.7711487088156723,0.7384341637010676,30,29,0.09,0.5,411,13,134,4,0.9697508896797153,0.9509630358167364,0.9693396226415094,0.9903614457831326,0.9797377830750894,0.960044330134036,0.9209396794810729,0.08843537414965986,0.00963855421686747,0.9115646258503401,0.9526678141135971,0.9680788577357475,0.9185185752800591,0.030262467826270147
radio,random,rf,103,11,ok,2246,562,0.7711487088156723,0.7384341637010676,30,29,1.13,0.5,415,15,132,0,0.9733096085409253,0.9489795918367347,0.9651162790697675,1.0,0.9822485207100592,0.9642425399249221,0.930932342387708,0.10204081632653061,0.0,0.8979591836734694,0.9932956315056143,0.997426491752474,0.9867501714769998,0.02332951760086426
radio,random,rf,103,22,ok,2246,562,0.7711487088156723,0.7384341637010676,30,29,1.13,0.5,415,15,132,0,0.9733096085409253,0.9489795918367347,0.9651162790697675,1.0,0.9822485207100592,0.9642425399249221,0.930932342387708,0.10204081632653061,0.0,0.8979591836734694,0.9943447258421441,0.9978701789171387,0.9881644786696466,0.02320653251848359
radio,random,xgboost,103,11,ok,2246,562,0.7711487088156723,0.7384341637010676,30,29,0.94,0.5,413,10,137,2,0.9786476868327402,0.9635767560036063,0.9763593380614657,0.9951807228915662,0.9856801909307876,0.9718610744863728,0.9444017423546311,0.06802721088435375,0.004819277108433735,0.9319727891156463,0.9973608720596672,0.9990271191380389,0.9940061083870156,0.01558530330657959
radio,random,xgboost,103,22,ok,2246,562,0.7711487088156723,0.7384341637010676,30,29,0.92,0.5,414,10,137,1,0.9804270462633452,0.9647815752807147,0.9764150943396226,0.9975903614457832,0.9868891537544696,0.9741463312631997,0.9491593788668656,0.06802721088435375,0.0024096385542168677,0.9319727891156463,0.9955905253667732,0.9982126464189387,0.9922070076847533,0.014460358768701553
radio,random,hgb,103,11,ok,2246,562,0.7711487088156723,0.7384341637010676,30,29,3.5,0.5,415,9,138,0,0.9839857651245552,0.9693877551020409,0.9787735849056604,1.0,0.9892729439809297,0.9788469983062543,0.9585659453287966,0.061224489795918366,0.0,0.9387755102040817,0.9948528809114006,0.9974915449786408,0.9928499141465447,0.014938965775467874
radio,random,hgb,103,22,ok,2246,562,0.7711487088156723,0.7384341637010676,30,29,3.43,0.5,415,9,138,0,0.9839857651245552,0.9693877551020409,0.9787735849056604,1.0,0.9892729439809297,0.9788469983062543,0.9585659453287966,0.061224489795918366,0.0,0.9387755102040817,0.9948528809114006,0.9974915449786408,0.9928499141465447,0.014938965775467874
radio,random,mlp,103,11,ok,2246,562,0.7711487088156723,0.7384341637010676,30,29,0.81,0.5,410,28,119,5,0.9412811387900356,0.8987378083763626,0.9360730593607306,0.9879518072289156,0.9613130128956624,0.9197708975917427,0.8451858762841742,0.19047619047619047,0.012048192771084338,0.8095238095238095,0.9658552577657569,0.9850526090951924,0.944063394032159,0.04736968129873276
radio,random,mlp,103,22,ok,2246,562,0.7711487088156723,0.7384341637010676,30,29,1.64,0.5,413,13,134,2,0.9733096085409253,0.9533726743709532,0.9694835680751174,0.9951807228915662,0.9821640903686087,0.964580278399852,0.9304516245410854,0.08843537414965986,0.004819277108433735,0.9115646258503401,0.9891976067535448,0.9957595142956623,0.9798358057639517,0.025031140074133873
radio,random,majority,104,11,ok,2246,562,0.7617987533392698,0.7758007117437722,30,29,0.03,0.5,436,126,0,0,0.7758007117437722,0.5,0.7758007117437722,1.0,0.87374749498998,0.43687374749499,0.0,1.0,0.0,0.0,0.5,0.7758007117437722,0.22419928825622776,0.22419928825622776
radio,random,majority,104,22,ok,2246,562,0.7617987533392698,0.7758007117437722,30,29,0.04,0.5,436,126,0,0,0.7758007117437722,0.5,0.7758007117437722,1.0,0.87374749498998,0.43687374749499,0.0,1.0,0.0,0.0,0.5,0.7758007117437722,0.22419928825622776,0.22419928825622776
radio,random,stratified,104,11,ok,2246,562,0.7617987533392698,0.7758007117437722,30,29,0.04,0.5,333,96,30,103,0.6459074733096085,0.5009283529925732,0.7762237762237763,0.7637614678899083,0.7699421965317919,0.5008012140960117,0.001821869175446781,0.7619047619047619,0.23623853211009174,0.23809523809523808,0.5009283529925732,0.7761238320920321,0.22452419814151542,0.3540925266903915
radio,random,stratified,104,22,ok,2246,562,0.7617987533392698,0.7758007117437722,30,29,0.03,0.5,339,97,29,97,0.6548042704626335,0.5038408329692733,0.7775229357798165,0.7775229357798165,0.7775229357798165,0.5038408329692733,0.0076816659385466725,0.7698412698412699,0.22247706422018348,0.23015873015873015,0.5038408329692733,0.7771397804323479,0.22557090583696243,0.34519572953736655
radio,random,logreg,104,11,ok,2246,562,0.7617987533392698,0.7758007117437722,30,29,0.09,0.5,383,17,109,53,0.8754448398576512,0.8717598660259211,0.9575,0.8784403669724771,0.916267942583732,0.8366061935140883,0.6845946689328803,0.1349206349206349,0.12155963302752294,0.8650793650793651,0.9423510994611912,0.979793854071298,0.8923038476786929,0.08752933057140641
radio,random,logreg,104,22,ok,2246,562,0.7617987533392698,0.7758007117437722,30,29,0.08,0.5,383,17,109,53,0.8754448398576512,0.8717598660259211,0.9575,0.8784403669724771,0.916267942583732,0.8366061935140883,0.6845946689328803,0.1349206349206349,0.12155963302752294,0.8650793650793651,0.9423510994611912,0.979793854071298,0.8923038476786929,0.08752933057140641
radio,random,tree,104,11,ok,2246,562,0.7617987533392698,0.7758007117437722,30,29,0.11,0.5,430,9,117,6,0.9733096085409253,0.9574049803407602,0.979498861047836,0.9862385321100917,0.9828571428571429,0.9613080895008606,0.9227298837861266,0.07142857142857142,0.013761467889908258,0.9285714285714286,0.9601627348186982,0.9778764916414148,0.9235949365328016,0.02667294244945778
radio,random,tree,104,22,ok,2246,562,0.7617987533392698,0.7758007117437722,30,29,0.12,0.5,431,7,119,5,0.9786476868327402,0.9664882772680938,0.9840182648401826,0.9885321100917431,0.9862700228832952,0.9691350114416476,0.9383208129264431,0.05555555555555555,0.011467889908256881,0.9444444444444444,0.9695645842434832,0.982921156042362,0.9442387310923809,0.021335150560784825
radio,random,rf,104,11,ok,2246,562,0.7617987533392698,0.7758007117437722,30,29,1.06,0.5,436,10,116,0,0.9822064056939501,0.9603174603174602,0.9775784753363229,1.0,0.9886621315192744,0.9736699087348438,0.9486795465570353,0.07936507936507936,0.0,0.9206349206349206,0.9969783020241736,0.9990749959639351,0.9923107598482968,0.019599820510434116
radio,random,rf,104,22,ok,2246,562,0.7617987533392698,0.7758007117437722,30,29,1.17,0.5,436,8,118,0,0.9857651245551602,0.9682539682539683,0.9819819819819819,1.0,0.990909090909091,0.9790611028315946,0.958975453092476,0.06349206349206349,0.0,0.9365079365079365,0.997779234017766,0.9993399903349358,0.9937322132939238,0.018840744513789535
radio,random,xgboost,104,11,ok,2246,562,0.7617987533392698,0.7758007117437722,30,29,1.03,0.5,435,4,122,1,0.9911032028469751,0.9829801951361584,0.9908883826879271,0.9977064220183486,0.9942857142857143,0.9871026965002869,0.9743231457536333,0.031746031746031744,0.0022935779816513763,0.9682539682539683,0.9986893840104849,0.9996099843017987,0.9962868603100452,0.007800169289112091
radio,random,xgboost,104,22,ok,2246,562,0.7617987533392698,0.7758007117437722,30,29,0.98,0.5,436,4,122,0,0.9928825622775801,0.9841269841269842,0.990909090909091,1.0,0.9954337899543378,0.9896523788481366,0.979516033279527,0.031746031746031744,0.0,0.9682539682539683,0.9991262560069899,0.99974158319146,0.9974526119042247,0.00611057598143816
radio,random,hgb,104,11,ok,2246,562,0.7617987533392698,0.7758007117437722,30,29,4.03,0.5,436,6,120,0,0.9893238434163701,0.9761904761904762,0.9864253393665159,1.0,0.9931662870159453,0.9843880215567531,0.9692536841088543,0.047619047619047616,0.0,0.9523809523809523,0.9991808650065531,0.9997594091904785,0.997518356339815,0.008808282934880422
radio,random,hgb,104,22,ok,2246,562,0.7617987533392698,0.7758007117437722,30,29,4.14,0.5,436,6,120,0,0.9893238434163701,0.9761904761904762,0.9864253393665159,1.0,0.9931662870159453,0.9843880215567531,0.9692536841088543,0.047619047619047616,0.0,0.9523809523809523,0.9991808650065531,0.9997594091904785,0.997518356339815,0.008808282934880422
radio,random,mlp,104,11,ok,2246,562,0.7617987533392698,0.7758007117437722,30,29,1.11,0.5,433,12,114,3,0.9733096085409253,0.9489405854084754,0.9730337078651685,0.9931192660550459,0.9829738933030647,0.9606227491206681,0.9223047493853778,0.09523809523809523,0.006880733944954129,0.9047619047619048,0.9839631571282947,0.9944157280479229,0.9704518658626339,0.025130150839686394
radio,random,mlp,104,22,ok,2246,562,0.7617987533392698,0.7758007117437722,30,29,1.43,0.5,433,11,115,3,0.9750889679715302,0.9529088393767293,0.9752252252252253,0.9931192660550459,0.9840909090909091,0.9633569299552907,0.9275489134035879,0.0873015873015873,0.006880733944954129,0.9126984126984127,0.9875309450997525,0.995857681214898,0.974790104437087,0.023303229361772537
radio,random,majority,105,11,ok,2246,562,0.7662511130899377,0.7580071174377224,30,29,0.03,0.5,426,136,0,0,0.7580071174377224,0.5,0.7580071174377224,1.0,0.8623481781376519,0.4311740890688259,0.0,1.0,0.0,0.0,0.5,0.7580071174377224,0.24199288256227758,0.24199288256227758
radio,random,majority,105,22,ok,2246,562,0.7662511130899377,0.7580071174377224,30,29,0.04,0.5,426,136,0,0,0.7580071174377224,0.5,0.7580071174377224,1.0,0.8623481781376519,0.4311740890688259,0.0,1.0,0.0,0.0,0.5,0.7580071174377224,0.24199288256227758,0.24199288256227758
radio,random,stratified,105,11,ok,2246,562,0.7662511130899377,0.7580071174377224,30,29,0.04,0.5,327,107,29,99,0.6334519572953736,0.490420463960232,0.7534562211981567,0.7676056338028169,0.7604651162790698,0.49008104298801974,-0.01956585701690119,0.7867647058823529,0.2323943661971831,0.21323529411764705,0.490420463960232,0.7545138238453798,0.2387025803982625,0.3665480427046263
radio,random,stratified,105,22,ok,2246,562,0.7662511130899377,0.7580071174377224,30,29,0.03,0.5,334,104,32,92,0.6512455516014235,0.5096658381662524,0.7625570776255708,0.784037558685446,0.7731481481481481,0.5096509971509972,0.019966220872373142,0.7647058823529411,0.215962441314554,0.23529411764705882,0.5096658381662524,0.7615744571155191,0.24577444340151394,0.3487544483985765
radio,random,logreg,105,11,ok,2246,562,0.7662511130899377,0.7580071174377224,30,29,0.09,0.5,373,18,118,53,0.8736654804270463,0.8716169566418117,0.9539641943734015,0.8755868544600939,0.9130966952264382,0.8409131684601246,0.6918522184471306,0.1323529411764706,0.12441314553990611,0.8676470588235294,0.9407794808064069,0.9754598782634022,0.8953698070859164,0.09076539571805532
radio,random,logreg,105,22,ok,2246,562,0.7662511130899377,0.7580071174377224,30,29,0.08,0.5,373,18,118,53,0.8736654804270463,0.8716169566418117,0.9539641943734015,0.8755868544600939,0.9130966952264382,0.8409131684601246,0.6918522184471306,0.1323529411764706,0.12441314553990611,0.8676470588235294,0.9407794808064069,0.9754598782634022,0.8953698070859164,0.09076539571805532
radio,random,tree,105,11,ok,2246,562,0.7662511130899377,0.7580071174377224,30,29,0.1,0.5,418,8,128,8,0.9715302491103203,0.9611985639326153,0.9812206572769953,0.9812206572769953,0.9812206572769953,0.9611985639326153,0.9223971278652306,0.058823529411764705,0.018779342723004695,0.9411764705882353,0.9666355979011323,0.9802203260562719,0.9231052276965266,0.028455471391009044
radio,random,tree,105,22,ok,2246,562,0.7662511130899377,0.7580071174377224,30,29,0.1,0.5,419,8,128,7,0.9733096085409253,0.962372272852803,0.9812646370023419,0.9835680751173709,0.9824150058616647,0.9635322261780648,0.9270757270994491,0.058823529411764705,0.01643192488262911,0.9411764705882353,0.9679819110742889,0.9807908048299788,0.9310280830819182,0.02667611196040406
radio,random,rf,105,11,ok,2246,562,0.7662511130899377,0.7580071174377224,30,29,0.92,0.5,425,13,123,1,0.9750889679715302,0.9510321734327534,0.9703196347031964,0.9976525821596244,0.9837962962962963,0.9649750712250712,0.9316737814571118,0.09558823529411764,0.002347417840375587,0.9044117647058824,0.9942867992267329,0.9978866599114238,0.9888845093147921,0.0217170198406603
radio,random,rf,105,22,ok,2246,562,0.7662511130899377,0.7580071174377224,30,29,0.9,0.5,425,10,126,1,0.9804270462633452,0.9620615851974592,0.9770114942528736,0.9976525821596244,0.9872241579558653,0.9726995314494156,0.9463627207283853,0.07352941176470588,0.002347417840375587,0.9264705882352942,0.9952706434686551,0.9983336495495225,0.9900288307064454,0.021070847973839655
radio,random,xgboost,105,11,ok,2246,562,0.7662511130899377,0.7580071174377224,30,29,1.02,0.5,420,6,130,6,0.9786476868327402,0.9708989229494616,0.9859154929577465,0.9859154929577465,0.9859154929577465,0.9708989229494616,0.9417978458989229,0.04411764705882353,0.014084507042253521,0.9558823529411765,0.9941487158243579,0.9969782498372821,0.9927878470986192,0.012434730306267738
radio,random,xgboost,105,22,ok,2246,562,0.7662511130899377,0.7580071174377224,30,29,1.26,0.5,421,5,131,5,0.9822064056939501,0.9757491024578846,0.9882629107981221,0.9882629107981221,0.9882629107981221,0.9757491024578846,0.9514982049157691,0.03676470588235294,0.011737089201877934,0.9632352941176471,0.9940106324219828,0.9967385420949333,0.9930460499769795,0.011021050624549389
radio,random,hgb,105,11,ok,2246,562,0.7662511130899377,0.7580071174377224,30,29,4.04,0.5,426,3,133,0,0.994661921708185,0.9889705882352942,0.993006993006993,1.0,0.9964912280701754,0.992669405856649,0.9854452937554574,0.022058823529411766,0.0,0.9779411764705882,0.9968068213200773,0.9986936010079154,0.9955045907251788,0.004997800946124434
